Pay_ID,Cost,Type,Total,BillDate,TotPackagingNum,CardHolderName,CCV,ExpDate,isPrepaid
1520356249,3,Prepaid,null,null,null,null,null,null,yes
112527282,1,Prepaid,null,null,null,null,null,null,yes
1537408225,8,Credit Card,null,null,null,Joel,288,6/30/2021,no
1403235781,14,Prepaid,null,null,null,null,null,null,yes
1360316008,15,Credit Card,null,null,null,Matt,1077,3/3/2020,no
1156381510,2,Contract,911,4/2/2019,106735,null,null,null,no
1173663948,1,Prepaid,null,null,null,null,null,null,yes
96435550,4,Prepaid,null,null,null,null,null,null,yes
1559487143,6,Credit Card,null,null,null,Brian,1065,7/9/2020,no
748466590,4,Prepaid,null,null,null,null,null,null,yes
1358413567,15,Credit Card,null,null,null,Patrick,561,12/23/2021,no
462121522,13,Prepaid,null,null,null,null,null,null,yes
174880234,20,Credit Card,null,null,null,Josh,164,4/3/2021,no
1071322857,5,Prepaid,null,null,null,null,null,null,yes
1449048902,8,Prepaid,null,null,null,null,null,null,yes
1140122394,4,Credit Card,null,null,null,Michael,467,1/1/2020,no
145806340,1,Credit Card,null,null,null,Matt,451,4/20/2021,no
1096411290,7,Contract,179,3/6/2019,26939,null,null,null,no
1750599727,6,Contract,119,4/3/2019,101058,null,null,null,no
430036257,12,Prepaid,null,null,null,null,null,null,yes
887795314,10,Prepaid,null,null,null,null,null,null,yes
877695369,13,Contract,218,3/3/2019,35848,null,null,null,no
900472194,1,Prepaid,null,null,null,null,null,null,yes
1000229239,13,Prepaid,null,null,null,null,null,null,yes
254197863,10,Contract,170,4/3/2019,54171,null,null,null,no
647849527,16,Prepaid,null,null,null,null,null,null,yes
1054833758,19,Prepaid,null,null,null,null,null,null,yes
35172479,8,Prepaid,null,null,null,null,null,null,yes
713748853,8,Credit Card,null,null,null,Ben,719,12/23/2021,no
2075075374,13,Credit Card,null,null,null,Kevin,642,7/9/2020,no
25266929,6,Contract,414,12/23/2019,55396,null,null,null,no
601263107,11,Contract,903,6/30/2019,85128,null,null,null,no
855881941,2,Prepaid,null,null,null,null,null,null,yes
1388621703,10,Prepaid,null,null,null,null,null,null,yes
1441477075,3,Credit Card,null,null,null,Ben,1044,7/9/2020,no
2092190343,20,Contract,462,5/6/2019,95636,null,null,null,no
475540307,5,Credit Card,null,null,null,Matt,525,1/1/2020,no
1454327174,2,Credit Card,null,null,null,Ryan,809,9/10/2021,no
1187230976,19,Contract,322,3/25/2019,76746,null,null,null,no
2124301755,12,Credit Card,null,null,null,Allan,207,4/3/2020,no
1575009753,4,Credit Card,null,null,null,Josh,373,7/9/2020,no
1621312351,3,Contract,12,4/20/2019,68694,null,null,null,no
776987248,14,Credit Card,null,null,null,Felix,765,10/9/2020,no
1377695242,7,Contract,151,3/25/2019,110086,null,null,null,no
1368614550,20,Credit Card,null,null,null,Brian,122,3/6/2021,no
1424360988,19,Credit Card,null,null,null,Ben,472,4/3/2020,no
595021909,3,Prepaid,null,null,null,null,null,null,yes
